"district","hour","age1","age2","age3","age4"
"033","10pm",822.76,991.01,4808.37,2551.9
"033","11pm",792.73,991.01,4756.45,2475.93
"033","12pm",792.73,991.01,4768.33,2524.02
"033","1am",792.73,991.01,4863.24,2524.02
"033","2am",792.73,991.01,4863.24,2524.02
"033","3am",792.73,991.01,4791.4,2524.02
"034","4am",1989.64,1559.88,5295.89,1875.43
"034","5am",1989.64,1559.88,5295.89,1875.43
"034","6am",1989.64,1499.08,5234.95,1875.43
"034","7am",1878.43,1635.6,5249.6,1875.43
"034","8am",1224.88,1421.85,4704.94,1891.62
"034","9am",1188.25,1667.33,4938.92,1891.62
"034","10am",1117.13,1406.1,4833.87,1790.28
"034","11am",1056.33,1297.44,4912.18,2002.57
"034","12am",1098.38,1538.04,4971.29,1803.19
"034","1pm",1235.1,1527,5265.44,1692.89
"034","2pm",1051.83,1427.31,5113.77,1777.66
"034","3pm",974.11,1257.8,4775.29,1541.92
"034","4pm",1067.43,1341.19,5035.87,1559.66
"034","5pm",1189.89,1280.26,4954.17,1371.05
"034","6pm",1739.05,1331.85,4792.28,1679.54
"034","7pm",1736.38,1643.47,5180.28,1753.69
"034","8pm",2201.13,1355.64,5174.57,1875.43
"034","9pm",2100.44,1365.19,5227.37,1936.37
"034","10pm",2128.6,1380.84,5275.53,1936.37
"034","11pm",2145.73,1532.88,5315.37,1936.37
"034","12pm",2059.8,1451.22,5295.61,1936.37
"034","1am",1938.96,1451.22,5356.55,1936.37
"034","2am",1999.9,1512.02,5356.55,1936.37
"034","3am",1999.9,1437.59,5356.55,1936.37
"035","4am",843.54,1903.93,6349.1,3066.8
"035","5am",843.54,1903.93,6159.04,3066.8
"035","6am",843.54,1903.93,6448.81,3066.8
"035","7am",843.54,1564.9,6747.83,3066.8
"035","8am",2287.6,1225.98,5191.13,3066.8
"035","9am",2417.98,1015.96,4947.66,2994.13
"035","10am",2673.78,1018.58,4875.4,2805.65
"035","11am",2692.23,875.89,4673.81,2971.86
"035","12am",2521.95,819.7,4682.74,2994.13
"035","1pm",2352.57,817.53,4714,3096.34
"035","2pm",1539.38,621.7,4277.19,2980.53
"035","3pm",1694.18,562.44,4254.02,2531.06
"035","4pm",1466.7,772.91,4159.52,2692.63
"035","5pm",1857.42,1047.19,4384.52,3169.81
"035","6pm",1870.95,1506.83,5078.6,2941.47
"035","7pm",1075.77,1766.37,6160.74,3100.97
"035","8pm",907.62,1636.71,5983.56,3013.76
"035","9pm",907.62,1580.02,6252.24,2979.59
"035","10pm",996.91,1669.3,6581.9,3139.47
"035","11pm",907.62,1814.65,6671.18,3139.47
"035","12pm",957.76,1814.65,6640.52,3139.47
"035","1am",957.76,1903.93,6640.52,3139.47
"035","2am",1047.05,1903.93,6640.52,3139.47
"035","3am",1047.05,1903.93,6640.52,3139.47
"036","4am",2843.36,1721.8,12071.13,3963.43
"036","5am",2843.36,1721.8,12071.13,3963.43
"036","6am",2843.36,1721.8,11958.34,3963.43
"036","7am",2573.84,1777.26,11091.57,3963.43
"036","8am",1179.98,1379.25,7828.73,4031.73
"036","9am",1113.98,948.41,5717.98,4116.7
"036","10am",1274.29,654.62,5466.15,3936.56
"036","11am",1297,566.61,5015.97,3739.7
"036","12am",1297,724.35,5085.88,3571.47
"036","1pm",1137.23,862.72,6940.38,3950.95
"036","2pm",1592.14,494.67,5452.44,3701.01
"036","3pm",1479.35,568.3,5533.21,3249.96
"036","4pm",1722.62,543.12,6049.59,3637.31
"036","5pm",2134.5,654.59,6658.47,3580.06
"036","6pm",2175.55,1319.88,8081.48,3599.18
"036","7pm",3374.68,1502.14,9841.37,4105.08
"036","8pm",2741.52,1961.63,10653.57,4140.37
"036","9pm",3038.78,1755.97,11351.95,4140.37
"036","10pm",2885.45,1755.97,11549.16,4216.13
"036","11pm",2885.45,1751.83,11736.97,4217.32
"036","12pm",2756.55,1751.83,11751.3,4048.54
"036","1am",2607.28,1751.83,12138.62,4048.54
"036","2am",2607.28,1751.83,12138.62,4048.54
"036","3am",2607.28,1751.83,12138.62,4048.54
"037","4am",1839.19,2101.36,4884.61,2161.42
"037","5am",1839.19,2101.36,4884.61,2161.42
"037","6am",1925.83,2194.52,4822.58,2161.42
"037","7am",1801.77,2351.06,4770.66,2161.42
"037","8am",2482.36,2048.35,5522.81,1916.45
"037","9am",2774.67,1880.68,5245.67,1637.93
"037","10am",2774.67,2081.18,5541.96,1732.85
"037","11am",2903.48,2172.41,5292.35,1871.85
"037","12am",2904.79,2057.77,5839.08,1757.08
"037","1pm",2627.37,1996.24,5262.12,1868.64
"037","2pm",2355.4,1841.9,5837.55,1802.67
"037","3pm",2339.63,1857.77,6153.55,1942.87
"037","4pm",2645.78,1928.51,5755.24,1876.49
"037","5pm",2256.16,1478.86,5402.87,2061.19
"037","6pm",2042.68,1715.92,5191.92,2137.3
"037","7pm",1858.72,1769.1,4399.07,2037.36
"037","8pm",1745.06,1769.26,4232.36,2161.42
"037","9pm",1923.42,1992.01,4163.14,2099.39
"037","10pm",1979.16,2077.12,4123.18,2099.39
"037","11pm",2046.64,2186.47,4803.15,2099.39
"037","12pm",2046.64,2101.36,4958.1,2161.42
"037","1am",2046.64,2101.36,5026.4,2161.42
"037","2am",2046.64,2101.36,5026.4,2161.42
"037","3am",2046.64,2101.36,5026.4,2161.42
"038","4am",1131.53,4095.36,6381.77,3860.25
"038","5am",1131.53,4188.38,6462.02,3860.25
"038","6am",1131.53,4122.47,6711.43,3860.25
"038","7am",1130.38,4542.72,6584.17,3860.25
"038","8am",1325.36,4475.85,6888.95,3860.25
"038","9am",1790.25,4661.36,8738.69,4098.96
"038","10am",1721.95,4184.21,8605.3,4084.25
"038","11am",1666.04,3954.85,9180.73,4060.29
"038","12am",1792.99,3653.51,9347.26,3906.39
"038","1pm",1950.74,4296.74,9473.96,3998.8
"038","2pm",1658.4,3776.39,9345.64,3926.24
"038","3pm",2003.69,3865.31,9409.77,4342.85
"038","4pm",1789.37,4608.36,9005.14,3793.55
"038","5pm",1614.43,4149.71,7534.01,4100.69
"038","6pm",1422.39,3547.53,6422.39,3912.33
"038","7pm",1090.9,4333.98,6754.22,4193.44
"038","8pm",1351.86,3935.83,6806.7,3933.55
"038","9pm",1041.97,4134.67,6828.54,4043.54
"038","10pm",1041.97,4193.84,6868.92,4043.54
"038","11pm",1202.62,4351.58,6714.71,3895.62
"038","12pm",1202.62,4267.82,6646.41,3860.25
"038","1am",1216.41,3863.18,6587.89,3860.25
"038","2am",1216.41,3863.18,6446.1,3860.25
"038","3am",1216.41,4020.93,6446.1,3860.25
"039","4am",1179.78,695.41,4129.11,1581.81
"039","5am",1179.78,695.41,4129.11,1581.81
"039","6am",1179.78,695.41,4089.64,1581.81
"039","7am",1064.75,772.9,3992.66,1655.77
"039","8am",643.73,826.65,2910.62,1729.73
"039","9am",471.18,731.07,2418.53,1738.65
"039","10am",374.04,803.16,2442.97,1722.89
"039","11am",374.04,767.79,2591.04,1687.77
"039","12am",374.04,702.75,2561.91,1631.64
"039","1pm",374.04,666.03,2949.15,1466.45
"039","2pm",374.04,773.84,2393.91,1324
"039","3pm",237.58,734.37,2698.29,1193.92
"039","4pm",277.21,692.25,2624.15,1740.8
"039","5pm",449.76,620.45,3055.67,1757.53
"039","6pm",669.14,717.43,3426.29,1581.81
"039","7pm",892.05,604,4195.37,1581.81
"039","8pm",1007.08,565.33,4135.47,1581.81
"039","9pm",1115.73,590.9,3938.22,1581.81
"039","10pm",1115.73,655.94,3983.83,1581.81
"039","11pm",1115.73,655.94,4088.34,1581.81
"039","12pm",1173.41,655.94,4242.84,1581.81
"039","1am",1173.41,695.41,4093.62,1581.81
"039","2am",1173.41,695.41,4093.62,1581.81
"039","3am",1252.35,695.41,4093.62,1581.81
"040","4am",987.95,1718.71,5544.42,3015.72
"040","5am",987.95,1624.17,5449.88,3015.72
"040","6am",987.95,1579.41,5374.92,3015.72
"040","7am",1081.61,1394.52,5255.57,3015.72
"040","8am",849.61,1437.04,4187.21,3015.72
"040","9am",918.14,815.58,3391.19,2685.95
"040","10am",1037.02,721.04,3512.02,2543.09
"040","11am",1032.96,755.9,3104.1,2710.69
"040","12am",976.1,755.9,3170.86,2795.87
"040","1pm",1040.06,1044.76,4009.72,2795.87
"040","2pm",742.15,1044.76,3467.93,2685.95
"040","3pm",777.02,1045.22,3378.41,2380.76
"040","4pm",800.65,1142.63,3384.59,2429.41
"040","5pm",942.54,985.49,3899.69,2998.5
"040","6pm",1176.71,1111.49,4500.96,2839.93
"040","7pm",1106.47,1701.27,4252.14,2974.43
"040","8pm",993.45,1879.5,5144.79,2820.46
"040","9pm",1103.78,1863.69,5219.75,2820.46
"040","10pm",1030.59,1818.96,5408.83,2930.38
"040","11pm",955.62,1718.39,5483.8,3015.72
"040","12pm",1015.3,1718.39,5593.72,3015.72
"040","1am",1015.3,1660.05,5593.72,3015.72
"040","2am",1074.98,1624.17,5679.06,3015.72
"040","3am",996.04,1624.17,5679.06,3015.72
"041","4am",1483.04,2375.65,8220.87,3269.7
"041","5am",1483.04,2375.65,8110.78,3269.7
"041","6am",1576.19,2446.6,8110.78,3269.7
"041","7am",1400.42,2439.14,7681.74,3362.86
"041","8am",857.93,2820.69,6264.68,3362.86
"041","9am",857.93,2236.62,6592.86,3269.7
"041","10am",1100.42,2166.72,7118.91,3546.69
"041","11am",849.9,2270.9,7169.2,3526.99
"041","12am",927.4,2413.17,6261.56,3247.62
"041","1pm",1004.89,2542.02,6154.45,3269.7
"041","2pm",888.05,2176.99,5471.62,3341.54
"041","3pm",1011.82,2181.56,6432.26,3755.42
"041","4pm",1142.81,2182.5,6286.15,3209.71
"041","5pm",1107.16,2676.81,6607.14,3225.08
"041","6pm",1427.18,2421.01,7680.66,3084.21
"041","7pm",1796.9,2313.36,8694.72,3238.9
"041","8pm",1726.32,2345.24,8173.17,3417.68
"041","9pm",1536.24,2481.21,8225.16,3417.68
"041","10pm",1363.02,2431.65,8313.05,3417.68
"041","11pm",1450.9,2511.12,8154.17,3417.68
"041","12pm",1469.96,2541.05,8051.09,3417.68
"041","1am",1469.96,2455.12,7944.29,3269.7
"041","2am",1399.93,2455.12,8032.18,3269.7
"041","3am",1399.93,2455.12,8032.18,3269.7
"042","4am",900.24,1177.7,5456.49,1139.04
"042","5am",900.24,1356.26,5451.73,1139.04
"042","6am",900.24,1235.53,5482.56,1075.98
"042","7am",843.64,1108.49,4819.73,1139.04
"042","8am",418.27,1219.3,4593.61,1139.04
"042","9am",336.26,1452.24,3939.19,1248.97
"042","10am",236.69,1558.18,3555.24,1248.97
"042","11am",236.69,1645.37,3752.01,1093.09
"042","12am",180.09,1316.56,3239.13,941.97
"042","1pm",156.17,1142.63,3377.26,1012.91
"042","2pm",180.09,1489.46,3348.11,1012.91
"042","3pm",180.09,1435.89,3090.16,987.87
"042","4pm",358.65,1478.82,2972.44,1019.72
"042","5pm",229.88,1194.61,3429.67,878.91
"042","6pm",530.46,1107.25,3971.16,807.96
"042","7pm",730.61,957.19,4209.26,941.97
"042","8pm",779.95,1257.52,5209.92,1139.04
"042","9pm",906.73,1234.3,5543.03,1139.04
"042","10pm",920.63,1292.64,5370.26,1139.04
"042","11pm",920.63,1292.64,5469.83,1139.04
"042","12pm",843.64,1292.64,5346.25,1139.04
"042","1am",843.64,1234.3,5346.25,1139.04
"042","2am",843.64,1234.3,5430.54,1139.04
"042","3am",843.64,1234.3,5430.54,1139.04
"043","4am",2126.22,1759.23,8809.75,2605.55
"043","5am",2032.32,1666.07,8809.75,2605.55
"043","6am",1939.17,1641.56,8444.52,2605.55
"043","7am",1821.57,1183.16,7689.77,2419.24
"043","8am",776.14,976.36,5821.91,2419.24
"043","9am",589.09,895.82,4722.5,2428.1
"043","10am",754.82,838.34,4508.54,2538.19
"043","11am",776.87,828.95,3988.93,2335.31
"043","12am",776.87,754.58,4266.78,2428.1
"043","1pm",502.24,919.57,5326.42,2512.4
"043","2pm",589.09,970.07,5302.33,2512.4
"043","3pm",408.35,801.19,4751.23,2646.22
"043","4pm",776.14,856.43,4858.75,2841.81
"043","5pm",835.05,977.87,5442.95,2328.79
"043","6pm",1296.74,722.95,6897.64,2307.2
"043","7pm",1904.32,1029.05,8332.4,2512.4
"043","8pm",2270.45,1209.62,9196.97,2512.4
"043","9pm",2270.45,1661.71,9202.8,2605.55
"043","10pm",2358.34,1858.74,9137.29,2605.55
"043","11pm",2222.49,1858.74,9013.39,2605.55
"043","12pm",2222.49,1858.74,9210.04,2605.55
"043","1am",2222.49,1858.74,9294.33,2605.55
"043","2am",2222.49,1858.74,9053.75,2605.55
"043","3am",2222.49,1759.88,8954.89,2605.55
"044","4am",1003.23,1028.64,3863.58,2360.68
"044","5am",1003.23,1028.64,3892.52,2360.68
"044","6am",1095.27,1028.64,3677.06,2252.95
"044","7am",1049.37,1034.25,3797.87,2252.95
"044","8am",697.29,772.82,3212.11,2324.79
"044","9am",727.32,831.52,3207.13,2319.43
"044","10am",727.32,854,3229.45,2167.28
"044","11am",677.23,960.8,3392.42,2345.39
"044","12am",677.23,858.18,3232.13,2410.35
"044","1pm",659.9,787.25,3022.87,2207.05
"044","2pm",465.63,1144.24,3434.98,2508.65
"044","3pm",407.32,1140.32,3692.74,2513.5
"044","4pm",441.01,1220.64,3176.86,2256.53
"044","5pm",573.45,1195.99,2806.82,2455.61
"044","6pm",576.05,953.43,3455.86,2609.25
"044","7pm",683.78,819.35,3828.38,2506.04
"044","8pm",951.77,880.24,3666.43,2536.25
"044","9pm",1099.56,1061.29,3645.69,2390.89
"044","10pm",1083.66,1061.29,3691.59,2390.89
"044","11pm",1170.2,1107.19,3691.59,2452.48
"044","12pm",1109.31,1107.19,3803.27,2514.08
"044","1am",1003.23,1107.19,3853.36,2514.08
"044","2am",1003.23,1107.19,3853.36,2514.08
"044","3am",1003.23,1107.19,3853.36,2514.08
"045","4am",1538.52,441.15,5444.62,2523.79
"045","5am",1538.52,441.15,5444.62,2523.79
"045","6am",1538.52,441.15,5444.62,2523.79
"045","7am",1491.77,441.15,5135.36,2523.79
"045","8am",578.46,331.57,4451.13,2523.79
"045","9am",573.75,497.17,3150.5,2414.21
"045","10am",358.72,600.61,2976.49,2108.86
"045","11am",417.06,532.61,2777.29,1945.41
"045","12am",349.05,477.82,2887.9,2151.75
"045","1pm",417.06,423.95,2565.03,2316.11
"045","2pm",467.14,469.85,2845.47,2435.14
"045","3pm",463.59,366.41,2653.42,2435.14
"045","4pm",463.59,366.41,2678.37,2215.21
"045","5pm",444.95,488.4,2992.64,1871.99
"045","6pm",535.59,327.41,3511.16,2159.64
"045","7pm",1169.5,520.09,4745.53,2351.49
"045","8pm",1255.48,490.28,5334.11,2219.52
"045","9pm",1391.49,453.56,5285.83,2329.1
"045","10pm",1477.47,453.56,5350.12,2438.68
"045","11pm",1477.47,508.35,5316.2,2438.68
"045","12pm",1545.48,508.35,5452.22,2438.68
"045","1am",1545.48,441.15,5670.5,2438.68
"045","2am",1545.48,441.15,5585.39,2438.68
"045","3am",1545.48,441.15,5585.39,2438.68
"046","4am",2811.02,700.56,5136.99,1052.54
"046","5am",2811.02,776.32,5136.99,1052.54
"046","6am",2798.81,837.12,5136.99,1052.54
"046","7am",2690.7,786.91,5103.88,1052.54
"046","8am",1778.22,1314.18,5297.83,1004.94
"046","9am",1920.99,3109.7,7089.18,957.35
"046","10am",1955.85,3591.08,7628.34,1215.81
"046","11am",2204.91,3582.92,8319.79,1401.96
"046","12am",2291.99,3332.04,8644.1,1348.19
"046","1pm",2630.43,3357.36,8247.3,1360.39
"046","2pm",2660.39,3802.76,7390.39,1285.38
"046","3pm",2564.05,3682.95,7516.89,1626.4
"046","4pm",2876.6,3509.44,7070.99,1987.32
"046","5pm",3135.66,2582.86,6598.26,1643.4
"046","6pm",2882.27,2365.13,6369.31,1235.7
"046","7pm",3346.04,1616.03,5937.18,1040.91
"046","8pm",3508.22,1049.93,5272.21,1222.03
"046","9pm",3351.29,827.38,5416.96,1222.03
"046","10pm",3245.55,885.72,5464.55,1052.54
"046","11pm",3114.52,827.38,5447.14,1052.54
"046","12pm",3008.75,791.5,5171.49,1052.54
"046","1am",2832.74,700.56,5101.65,1052.54
"046","2am",2844.95,700.56,5101.65,1052.54
"046","3am",2844.95,700.56,5101.65,1052.54
"047","4am",3066.69,1658.22,5264.99,1935.86
"047","5am",3066.69,1582.46,5264.99,1935.86
"047","6am",3066.69,1582.46,5182.01,1935.86
"047","7am",2953.68,1436.48,4841.92,1935.86
"047","8am",3097.88,1305.13,4550.17,1935.86
"047","9am",3504.35,1084.1,3981.01,1912.8
"047","10am",3444.29,1012.87,3760.08,1807.72
"047","11am",3186.98,1331.45,4243.7,2005.15
"047","12am",3232.59,1536.87,4056.52,1850.71
"047","1pm",3184.81,1759.69,3666.14,1817.4
"047","2pm",3414.6,1544.05,3506.22,1719.82
"047","3pm",3390.02,1661.27,3278.3,1488.4
"047","4pm",3350.26,1529.79,3323.78,1389.78
"047","5pm",3234.84,1529.03,3709.7,1433.29
"047","6pm",2519.35,1462.37,3678.96,1816.08
"047","7pm",2867.36,1773.43,4506.22,1928.68
"047","8pm",2471.74,1610.58,5041.68,1900.38
"047","9pm",2753,1686.34,5328.88,1860.1
"047","10pm",2839.54,1611.72,5362.19,1935.86
"047","11pm",3035.42,1611.72,5364.31,2011.62
"047","12pm",3113.3,1572.3,5416.51,2087.38
"047","1am",3113.3,1658.22,5416.51,2087.38
"047","2am",3052.36,1658.22,5416.51,2087.38
"047","3am",3052.36,1658.22,5416.51,2087.38
"048","4am",571.45,406.43,3679.44,1578.18
"048","5am",571.45,406.43,3679.44,1578.18
"048","6am",571.45,406.43,3609.59,1578.18
"048","7am",571.45,336.59,3576.29,1578.18
"048","8am",315.65,336.59,2766.52,1578.18
"048","9am",315.65,150.41,1851.48,1478.26
"048","10am",315.65,86.77,1843.89,1484.31
"048","11am",222.67,86.77,1422.26,1154.33
"048","12am",152.82,40.28,1476.48,1290.79
"048","1pm",195.35,40.28,2130.05,1390.71
"048","2pm",195.35,40.28,2091.3,1390.71
"048","3pm",195.35,40.28,2069.8,1406.56
"048","4pm",195.35,40.28,1808.72,1150.58
"048","5pm",232.67,80.57,1988.47,1297.76
"048","6pm",279.16,220.25,2332.3,1431
"048","7pm",395.49,406.43,2938.97,1544.87
"048","8pm",488.47,406.43,3325.03,1537.9
"048","9pm",441.98,406.43,3436.6,1578.18
"048","10pm",441.98,406.43,3641.24,1611.49
"048","11pm",441.98,406.43,3641.24,1611.49
"048","12pm",441.98,406.43,3780.92,1611.49
"048","1am",488.47,406.43,3850.77,1611.49
"048","2am",488.47,406.43,3725.93,1611.49
"048","3am",488.47,406.43,3725.93,1611.49
"049","4am",975.7,1760.62,5642.11,1967.97
"049","5am",975.7,1760.62,5920.26,1967.97
"049","6am",975.7,1727.12,6061.64,1967.97
"049","7am",915.02,1690.81,6611.36,1967.97
"049","8am",892.1,1711.74,6545.29,1967.97
"049","9am",913.88,1923.63,6479.2,1914.15
"049","10am",964.98,2098.46,6841.91,2372.65
"049","11am",1336.91,2246.1,7625.56,2836.93
"049","12am",1425.8,2455.76,7885.83,2208.91
"049","1pm",1072.4,2503.11,7638.19,2321.26
"049","2pm",1109.92,2227.41,7116.67,2400.19
"049","3pm",1154.13,2411.94,9185.8,3170
"049","4pm",1487.87,2248.41,9040.21,3394.82
"049","5pm",1663.97,2217.83,8136.75,3136.57
"049","6pm",1824.67,2132.94,7671.19,2580.78
"049","7pm",1807.33,2613.76,8156.68,2364.37
"049","8pm",1624.7,2162.02,7266.34,1967.97
"049","9pm",1305.87,2068.79,6586.03,1909.45
"049","10pm",827.55,2011.34,5941.3,1909.45
"049","11pm",827.55,2041.78,5720.12,1909.45
"049","12pm",827.55,1899.31,5720.12,1909.45
"049","1am",881.38,1702.1,5778.64,1909.45
"049","2am",939.9,1760.62,5735.88,1909.45
"049","3am",939.9,1760.62,5735.88,1909.45
"050","4am",2517.53,2191.48,10926.07,4237.1
"050","5am",2517.53,2191.48,10903.69,4237.1
"050","6am",2661.93,2191.48,10679.87,4237.1
"050","7am",1953.69,2186.19,9604.54,4134.89
"050","8am",875.57,2234.87,6960.64,4134.89
"050","9am",1264.67,1733.45,6262.61,4032.68
"050","10am",1220.98,1246.85,6374.46,4076.44
"050","11am",1396.56,1300.82,5460.46,3731.18
